frame	y	v	Wm-S2N3
824	485713.48	16000.00	311402.31
825	485567.58	16000.00	311910.62
826	485414.00	16000.00	312416.67
827	485252.80	16000.00	312920.35
828	485084.01	16000.00	313421.53
829	484907.66	16000.00	313920.10
830	484723.80	16000.00	314415.95
831	484532.47	16000.00	314908.97
832	484333.72	16000.00	315399.04
833	484127.58	16000.00	315886.05
834	483914.10	16000.00	316369.89
835	483693.34	16000.00	316850.45
836	483465.35	16000.00	317327.62
837	483230.17	16000.00	317801.29
838	482987.86	16000.00	318271.35
839	482738.47	16000.00	318737.70
840	482482.07	16000.00	319200.22
841	482218.71	16000.00	319658.82
842	481948.45	16000.00	320113.39
843	481671.35	16000.00	320563.82
844	481387.48	16000.00	321010.02
845	481096.90	16000.00	321451.87
846	480799.68	16000.00	321889.29
847	480495.88	16000.00	322322.16
848	480185.57	16000.00	322750.39
849	479868.83	16000.00	323173.89
850	479545.73	16000.00	323592.55
851	479216.34	16000.00	324006.28
852	478880.73	16000.00	324414.99
853	478538.99	16000.00	324818.58
854	478191.19	16000.00	325216.96
855	477837.41	16000.00	325610.04
856	477477.73	16000.00	325997.73
857	477112.24	16000.00	326379.95
858	476741.01	16000.00	326756.59
859	476364.13	16000.00	327127.59
860	475981.69	16000.00	327492.84
861	475593.78	16000.00	327852.28
862	475200.48	16000.00	328205.81
863	474801.88	16000.00	328553.37
864	474398.07	16000.00	328894.85
865	473989.16	16000.00	329230.20
866	473575.22	16000.00	329559.34
867	473156.35	16000.00	329882.18
868	472732.66	16000.00	330198.65
869	472304.23	16000.00	330508.69
870	471871.17	16000.00	330812.22
871	471433.57	16000.00	331109.17
872	470991.54	16000.00	331399.47
873	470545.16	16000.00	331683.07
874	470094.56	16000.00	331959.88
875	469639.82	16000.00	332229.86
876	469181.06	16000.00	332492.93
877	468718.37	16000.00	332749.05
878	468251.87	16000.00	332998.14
879	467781.65	16000.00	333240.16
880	467307.84	16000.00	333475.04
881	466830.53	16000.00	333702.74
882	466349.83	16000.00	333923.20
883	465865.85	16000.00	334136.37
884	465378.72	16000.00	334342.21
885	464888.52	16000.00	334540.66
886	464395.39	16000.00	334731.68
887	463899.42	16000.00	334915.23
888	463400.74	16000.00	335091.26
889	462899.45	16000.00	335259.74
890	462395.68	16000.00	335420.63
891	461889.53	16000.00	335573.89
892	461381.12	16000.00	335719.48
893	460870.58	16000.00	335857.37
894	460358.00	16000.00	335987.53
895	459843.52	16000.00	336109.94
896	459327.25	16000.00	336224.55
897	458809.31	16000.00	336331.36
898	458289.81	16000.00	336430.32
899	457768.88	16000.00	336521.43
900	457246.63	16000.00	336604.65
901	456723.18	16000.00	336679.97
902	456198.65	16000.00	336747.38
903	455673.16	16000.00	336806.85
904	455146.84	16000.00	336858.38
905	454619.79	16000.00	336901.94
906	454092.15	16000.00	336937.54
907	453564.03	16000.00	336965.17
908	453035.56	16000.00	336984.81
909	452506.84	16000.00	336996.46
910	452000.00	16000.00	337000.12
911	451471.17	16000.00	336996.01
912	450942.47	16000.00	336984.02
913	450414.01	16000.00	336964.05
914	449885.90	16000.00	336936.10
915	449358.28	16000.00	336900.17
916	448831.27	16000.00	336856.28
917	448304.98	16000.00	336804.42
918	447779.53	16000.00	336744.62
919	447255.04	16000.00	336676.89
920	446731.64	16000.00	336601.24
921	446209.44	16000.00	336517.69
922	445688.56	16000.00	336426.26
923	445169.13	16000.00	336326.97
924	444651.25	16000.00	336219.84
925	444135.05	16000.00	336104.91
926	443620.64	16000.00	335982.18
927	443108.15	16000.00	335851.70
928	442597.69	16000.00	335713.48
929	442089.38	16000.00	335567.58
930	441583.33	16000.00	335414.00
931	441079.65	16000.00	335252.80
932	440578.47	16000.00	335084.01
933	440079.90	16000.00	334907.66
934	439584.05	16000.00	334723.80
935	439091.03	16000.00	334532.47
936	438600.96	16000.00	334333.72
937	438113.95	16000.00	334127.58
938	437630.11	16000.00	333914.10
939	437149.55	16000.00	333693.34
940	436672.38	16000.00	333465.35
941	436198.71	16000.00	333230.17
942	435728.65	16000.00	332987.86
943	435262.30	16000.00	332738.47
944	434799.78	16000.00	332482.07
945	434341.18	16000.00	332218.71
946	433886.61	16000.00	331948.45
947	433436.18	16000.00	331671.35
948	432989.98	16000.00	331387.48
949	432548.13	16000.00	331096.90
950	432110.71	16000.00	330799.68
951	431677.84	16000.00	330495.88
952	431249.61	16000.00	330185.57
953	430826.11	16000.00	329868.83
954	430407.45	16000.00	329545.73
955	429993.72	16000.00	329216.34
956	429585.01	16000.00	328880.73
957	429181.42	16000.00	328538.99
958	428783.04	16000.00	328191.19
959	428389.96	16000.00	327837.41
960	428002.27	16000.00	327477.73
961	427620.05	16000.00	327112.24
962	427243.41	16000.00	326741.01
963	426872.41	16000.00	326364.13
964	426507.16	16000.00	325981.69
965	426147.72	16000.00	325593.78
966	425794.19	16000.00	325200.48
967	425446.63	16000.00	324801.88
968	425105.15	16000.00	324398.07
969	424769.80	16000.00	323989.16
970	424440.66	16000.00	323575.22
971	424117.82	16000.00	323156.35
972	423801.35	16000.00	322732.66
973	423491.31	16000.00	322304.23
974	423187.78	16000.00	321871.17
975	422890.83	16000.00	321433.57
976	422600.53	16000.00	320991.54
977	422316.93	16000.00	320545.16
978	422040.12	16000.00	320094.56
979	421770.14	16000.00	319639.82
980	421507.07	16000.00	319181.06
981	421250.95	16000.00	318718.37
982	421001.86	16000.00	318251.87
983	420759.84	16000.00	317781.65
984	420524.96	16000.00	317307.84
985	420297.26	16000.00	316830.53
986	420076.80	16000.00	316349.83
987	419863.63	16000.00	315865.85
988	419657.79	16000.00	315378.72
989	419459.34	16000.00	314888.52
990	419268.32	16000.00	314395.39
991	419084.77	16000.00	313899.42
992	418908.74	16000.00	313400.74
993	418740.26	16000.00	312899.45
994	418579.37	16000.00	312395.68
995	418426.11	16000.00	311889.53
996	418280.52	16000.00	311381.12
997	418142.63	16000.00	310870.58
998	418012.47	16000.00	310358.00
999	417890.06	16000.00	309843.52
1000	417775.45	16000.00	309327.25
1001	417668.64	16000.00	308809.31
1002	417569.68	16000.00	308289.81
1003	417478.57	16000.00	307768.88
1004	417395.35	16000.00	307246.63
1005	417320.03	16000.00	306723.18
1006	417252.62	16000.00	306198.65
1007	417193.15	16000.00	305673.16
1008	417141.62	16000.00	305146.84
1009	417098.06	16000.00	304619.79
1010	417062.46	16000.00	304092.15
1011	417034.83	16000.00	303564.03
1012	417015.19	16000.00	303035.56
1013	417003.54	16000.00	302506.84
1014	417000.00	16000.00	301978.02
1015	416933.33	16000.00	301333.33
1016	416866.67	16000.00	300666.67
1017	416800.00	16000.00	300000.00
1018	416733.33	16000.00	299333.33
1019	416666.67	16000.00	298666.67
1020	416600.00	16000.00	298000.00
1021	416533.33	16000.00	297333.33
1022	416466.67	16000.00	296666.67
1023	416400.00	16000.00	296000.00
1024	416333.33	16000.00	295333.33
1025	416266.67	16000.00	294666.67
1026	416200.00	16000.00	294000.00
1027	416133.33	16000.00	293333.33
1028	416066.67	16000.00	292666.67
1029	416000.00	16000.00	292000.00
1030	415933.33	16000.00	291333.33
1031	415866.67	16000.00	290666.67
1032	415800.00	16000.00	290000.00
1033	415733.33	16000.00	289333.33
1034	415666.67	16000.00	288666.67
1035	415600.00	16000.00	288000.00
1036	415533.33	16000.00	287333.33
1037	415466.67	16000.00	286666.67
1038	415400.00	16000.00	286000.00
1039	415333.33	16000.00	285333.33
1040	415266.67	16000.00	284666.67
1041	415200.00	16000.00	284000.00
1042	415133.33	16000.00	283333.33
1043	415066.67	16000.00	282666.67
1044	415000.00	16000.00	282000.00
1045	415000.00	16000.00	281333.32
1046	415000.00	16000.00	280666.66
1047	415000.00	16000.00	279999.99
1048	415000.00	16000.00	279333.32
1049	415000.00	16000.00	278666.66
1050	415000.00	16000.00	277999.99
1051	415000.00	16000.00	277333.32
1052	415000.00	16000.00	276666.66
1053	415000.00	16000.00	275999.99
1054	415000.00	16000.00	275333.32
1055	415000.00	16000.00	274666.66
1056	415000.00	16000.00	273999.99
1057	415000.00	16000.00	273333.32
1058	415000.00	16000.00	272666.66
1059	415000.00	16000.00	271999.99
1060	415000.00	16000.00	271333.32
1061	415000.00	16000.00	270666.66
1062	415000.00	16000.00	269999.99
1063	415000.00	16000.00	269333.32
1064	415000.00	16000.00	268666.66
1065	415000.00	16000.00	267999.99
1066	415000.00	16000.00	267333.32
1067	415000.00	16000.00	266666.66
1068	415000.00	16000.00	265999.99
1069	415000.00	16000.00	265333.32
1070	415000.00	16000.00	264666.66
1071	415000.00	16000.00	263999.99
1072	415000.00	16000.00	263333.32
1073	415000.00	16000.00	262666.66
1074	415000.00	16000.00	261999.99
1075	415000.00	16000.00	261333.32
1076	415000.00	16000.00	260666.66
1077	415000.00	16000.00	259999.99
1078	415000.00	16000.00	259333.32
1079	415000.00	16000.00	258666.66
1080	415000.00	16000.00	257999.99
1081	415000.00	16000.00	257333.32
1082	415000.00	16000.00	256666.66
1083	415000.00	16000.00	255999.99
1084	415000.00	16000.00	255333.32
1085	415000.00	16000.00	254666.66
1086	415000.00	16000.00	253999.99
1087	415000.00	16000.00	253333.32
1088	415000.00	16000.00	252666.66
1089	415000.00	16000.00	251999.99
1090	415000.00	16000.00	251333.32
1091	415000.00	16000.00	250666.66
1092	415000.00	16000.00	249999.99
1093	415000.00	16000.00	249333.32
1094	415000.00	16000.00	248666.66
1095	415000.00	16000.00	247999.99
1096	415000.00	16000.00	247333.32
1097	415000.00	16000.00	246666.66
1098	415000.00	16000.00	245999.99
1099	415000.00	16000.00	245333.32
1100	415000.00	16000.00	244666.66
1101	415000.00	16000.00	243999.99
1102	415000.00	16000.00	243333.32
1103	415000.00	16000.00	242666.66
1104	415000.00	16000.00	241999.99
1105	415000.00	16000.00	241333.32
1106	415000.00	16000.00	240666.66
1107	415000.00	16000.00	239999.99
1108	415000.00	16000.00	239333.32
1109	415000.00	16000.00	238666.66
1110	415000.00	16000.00	237999.99
1111	415000.00	16000.00	237333.32
1112	415000.00	16000.00	236666.66
1113	415000.00	16000.00	235999.99
1114	415000.00	16000.00	235333.32
1115	415000.00	16000.00	234666.66
1116	415000.00	16000.00	233999.99
1117	415000.00	16000.00	233333.32
1118	415000.00	16000.00	232666.66
1119	415000.00	16000.00	231999.99
1120	415000.00	16000.00	231333.32
1121	415000.00	16000.00	230666.66
1122	415000.00	16000.00	229999.99
1123	415000.00	16000.00	229333.32
1124	415000.00	16000.00	228666.66
1125	415000.00	16000.00	227999.99
1126	415000.00	16000.00	227333.32
1127	415000.00	16000.00	226666.66
1128	415000.00	16000.00	225999.99
1129	415000.00	16000.00	225333.32
1130	415000.00	16000.00	224666.66
1131	415000.00	16000.00	223999.99
1132	415000.00	16000.00	223333.32
1133	415000.00	16000.00	222666.66
1134	415000.00	16000.00	221999.99
1135	415000.00	16000.00	221333.32
1136	415000.00	16000.00	220666.66
1137	415000.00	16000.00	219999.99
1138	415000.00	16000.00	219333.32
1139	415000.00	16000.00	218666.66
1140	415000.00	16000.00	217999.99
1141	415000.00	16000.00	217333.32
1142	415000.00	16000.00	216666.66
1143	415000.00	16000.00	215999.99
1144	415000.00	16000.00	215333.32
1145	415000.00	16000.00	214666.66
1146	415000.00	16000.00	213999.99
1147	415000.00	16000.00	213333.32
1148	415000.00	16000.00	212666.39
1149	415000.00	16000.00	211998.67
1150	415000.00	16000.00	211329.64
1151	415000.00	16000.00	210658.78
1152	415000.00	16000.00	209985.61
1153	415000.00	16000.00	209309.64
1154	415000.00	16000.00	208630.41
1155	415000.00	16000.00	207947.50
1156	415000.00	16000.00	207260.49
1157	415000.00	16000.00	206569.02
1158	415000.00	16000.00	205872.74
1159	415000.00	16000.00	205171.35
1160	415000.00	16000.00	204464.59
1161	415000.00	16000.00	203752.23
1162	415000.00	16000.00	203034.09
1163	415000.00	16000.00	202310.04
1164	415000.00	16000.00	201579.98
1165	415000.00	16000.00	200843.87
1166	415000.00	16000.00	200101.71
1167	415000.00	16000.00	199353.54
1168	415000.00	16000.00	198599.45
1169	415000.00	16000.00	197839.59
1170	415000.00	16000.00	197074.13
1171	415000.00	16000.00	196303.29
1172	415000.00	16000.00	195527.35
1173	415000.00	16000.00	194746.60
1174	415000.00	16000.00	193961.39
1175	415000.00	16000.00	193172.08
1176	415000.00	16000.00	192379.08
1177	415000.00	16000.00	191582.83
1178	415000.00	16000.00	190783.78
1179	415000.00	16000.00	189982.41
1180	415000.00	16000.00	189179.22
1181	415000.00	16000.00	188374.72
1182	415000.00	16000.00	187569.43
1183	415000.00	16000.00	186763.87
1184	415000.00	16000.00	185958.58
1185	415000.00	16000.00	185154.08
1186	415000.00	16000.00	184350.89
1187	415000.00	16000.00	183549.52
1188	415000.00	16000.00	182750.47
1189	415000.00	16000.00	181954.22
1190	415000.00	16000.00	181161.23
1191	415000.00	16000.00	180371.92
1192	415000.00	16000.00	179586.70
1193	415000.00	16000.00	178805.95
1194	415000.00	16000.00	178030.01
1195	415000.00	16000.00	177259.17
1196	415000.00	16000.00	176493.72
1197	415000.00	16000.00	175733.85
1198	415000.00	16000.00	174979.77
1199	415000.00	16000.00	174231.60
1200	415000.00	16000.00	173489.43
1201	415000.00	16000.00	172753.32
1202	415000.00	16000.00	172023.26
1203	415000.00	16000.00	171299.21
1204	415000.00	16000.00	170581.07
1205	415000.00	16000.00	169868.71
1206	415000.00	16000.00	169161.95
1207	415000.00	16000.00	168460.56
1208	415000.00	16000.00	167764.28
1209	415000.00	16000.00	167067.85
1210	415000.00	16000.00	166376.77
1211	415000.00	16000.00	165690.61
1212	415000.00	16000.00	165008.87
1213	415000.00	16000.00	164331.04
1214	415000.00	16000.00	163656.57
1215	415000.00	16000.00	162984.88
1216	415000.00	16000.00	162315.37
1217	415000.00	16000.00	161647.44
1218	415000.00	16000.00	160980.45
1219	415000.00	16000.00	160313.79
1220	415000.00	16000.00	159646.80
1221	415000.00	16000.00	158980.14
1222	415000.00	16000.00	158313.47
1223	415000.00	16000.00	157646.80
1224	415000.00	16000.00	156980.14
1225	415000.00	16000.00	156313.47
1226	415000.00	16000.00	155646.80
1227	415000.00	16000.00	154980.14
1228	415000.00	16000.00	154313.47
1229	415000.00	16000.00	153646.80
1230	415000.00	16000.00	152980.14
1231	415000.00	16000.00	152313.47
1232	415000.00	16000.00	151646.80
1233	415000.00	16000.00	150980.14
1234	415000.00	16000.00	150313.47
1235	415000.00	16000.00	149646.80
1236	415000.00	16000.00	148980.14
1237	415000.00	16000.00	148313.47
1238	415000.00	16000.00	147646.80
1239	415000.00	16000.00	146980.14
1240	415000.00	16000.00	146313.47
1241	415000.00	16000.00	145646.80
1242	415000.00	16000.00	144980.14
1243	415000.00	16000.00	144313.47
1244	415000.00	16000.00	143646.80
1245	415000.00	16000.00	142980.14
1246	415000.00	16000.00	142313.47
1247	415000.00	16000.00	141646.80
1248	415000.00	16000.00	140980.14
1249	415000.00	16000.00	140313.47
1250	415000.00	16000.00	139646.80
1251	415000.00	16000.00	138980.14
1252	415000.00	16000.00	138313.47
1253	415000.00	16000.00	137646.80
1254	415000.00	16000.00	136980.14
1255	415000.00	16000.00	136313.47
1256	415000.00	16000.00	135646.80
1257	415000.00	16000.00	134980.14
1258	415000.00	16000.00	134313.47
1259	415000.00	16000.00	133646.80
1260	415000.00	16000.00	132980.14
1261	415000.00	16000.00	132313.47
1262	415000.00	16000.00	131646.80
1263	415000.00	16000.00	130980.14
1264	415000.00	16000.00	130313.47
1265	415000.00	16000.00	129646.80
1266	415000.00	16000.00	128980.14
1267	415000.00	16000.00	128313.47
1268	415000.00	16000.00	127646.80
1269	415000.00	16000.00	126980.14
1270	415000.00	16000.00	126313.47
1271	415000.00	16000.00	125646.80
1272	415000.00	16000.00	124980.14
1273	415000.00	16000.00	124313.47
1274	415000.00	16000.00	123646.80
1275	415000.00	16000.00	122980.14
1276	415000.00	16000.00	122313.47
1277	415000.00	16000.00	121646.80
1278	415000.00	16000.00	120980.14
1279	415000.00	16000.00	120313.47
1280	415000.00	16000.00	119646.80
1281	415000.00	16000.00	118980.14
1282	415000.00	16000.00	118313.47
1283	415000.00	16000.00	117646.80
1284	415000.00	16000.00	116980.14
1285	415000.00	16000.00	116313.47
1286	415000.00	16000.00	115646.80
1287	415000.00	16000.00	114980.14
1288	415000.00	16000.00	114313.47
1289	415000.00	16000.00	113646.80
1290	415000.00	16000.00	112980.14
1291	415000.00	16000.00	112313.47
1292	415000.00	16000.00	111646.80
1293	415000.00	16000.00	110980.14
1294	415000.00	16000.00	110313.47
1295	415000.00	16000.00	109646.80
1296	415000.00	16000.00	108980.14
1297	415000.00	16000.00	108313.47
1298	415000.00	16000.00	107646.80
1299	415000.00	16000.00	106980.14
1300	415000.00	16000.00	106313.47
1301	415000.00	16000.00	105646.80
1302	415000.00	16000.00	104980.14
1303	415000.00	16000.00	104313.47
1304	415000.00	16000.00	103646.80
1305	415000.00	16000.00	102980.14
1306	415000.00	16000.00	102313.47
1307	415000.00	16000.00	101646.80
1308	415000.00	16000.00	100980.14
1309	415000.00	16000.00	100313.47
1310	415000.00	16000.00	99646.80
1311	415000.00	16000.00	98980.14
1312	415000.00	16000.00	98313.47
1313	415000.00	16000.00	97646.80
1314	415000.00	16000.00	96980.14
1315	415000.00	16000.00	96313.47
1316	415000.00	16000.00	95646.80
1317	415000.00	16000.00	94980.14
1318	415000.00	16000.00	94313.47
1319	415000.00	16000.00	93646.80
1320	415000.00	16000.00	92980.14
1321	415000.00	16000.00	92313.47
1322	415000.00	16000.00	91646.80
1323	415000.00	16000.00	90980.14
1324	415000.00	16000.00	90313.47
1325	415000.00	16000.00	89646.80
1326	415000.00	16000.00	88980.14
1327	415000.00	16000.00	88313.47
1328	415000.00	16000.00	87646.80
1329	415000.00	16000.00	86980.14
1330	415000.00	16000.00	86313.47
1331	415000.00	16000.00	85646.80
1332	415000.00	16000.00	84980.14
1333	415000.00	16000.00	84313.47
1334	415000.00	16000.00	83646.80
1335	415000.00	16000.00	82980.14
1336	415000.00	16000.00	82313.47
1337	415000.00	16000.00	81646.80
1338	415000.00	16000.00	80980.14
1339	415000.00	16000.00	80313.47
1340	415000.00	16000.00	79646.80
1341	415000.00	16000.00	78980.14
1342	415000.00	16000.00	78313.47
1343	415000.00	16000.00	77646.80
1344	415000.00	16000.00	76980.14
1345	415000.00	16000.00	76313.47
1346	415000.00	16000.00	75646.80
1347	415000.00	16000.00	74980.14
1348	415000.00	16000.00	74313.47
1349	415000.00	16000.00	73646.80
1350	415000.00	16000.00	72980.14
1351	415000.00	16000.00	72313.47
1352	415000.00	16000.00	71646.80
1353	415000.00	16000.00	70980.14
1354	415000.00	16000.00	70313.47
1355	415000.00	16000.00	69646.80
1356	415000.00	16000.00	68980.14
1357	415000.00	16000.00	68313.47
1358	415000.00	16000.00	67646.80
1359	415000.00	16000.00	66980.14
1360	415000.00	16000.00	66313.47
1361	415000.00	16000.00	65646.80
1362	415000.00	16000.00	64980.14
1363	415000.00	16000.00	64313.47
1364	415000.00	16000.00	63646.80
1365	415000.00	16000.00	62980.14
1366	415000.00	16000.00	62313.47
1367	415000.00	16000.00	61646.80
1368	415000.00	16000.00	60980.14
1369	415000.00	16000.00	60313.47
1370	415000.00	16000.00	59646.80
1371	415000.00	16000.00	58980.14
1372	415000.00	16000.00	58313.47
1373	415000.00	16000.00	57646.80
1374	415000.00	16000.00	56980.14
1375	415000.00	16000.00	56313.47
1376	415000.00	16000.00	55646.80
1377	415000.00	16000.00	54980.14
1378	415000.00	16000.00	54313.47
1379	415000.00	16000.00	53646.80
1380	415000.00	16000.00	52980.14
1381	415000.00	16000.00	52313.47
1382	415000.00	16000.00	51646.80
1383	415000.00	16000.00	50980.14
1384	415000.00	16000.00	50313.47
1385	415000.00	16000.00	49646.80
1386	415000.00	16000.00	48980.14
1387	415000.00	16000.00	48313.47
1388	415000.00	16000.00	47646.80
1389	415000.00	16000.00	46980.14
1390	415000.00	16000.00	46313.47
1391	415000.00	16000.00	45646.80
1392	415000.00	16000.00	44980.14
1393	415000.00	16000.00	44313.47
1394	415000.00	16000.00	43646.80
1395	415000.00	16000.00	42980.14
1396	415000.00	16000.00	42313.47
1397	415000.00	16000.00	41646.80
1398	415000.00	16000.00	40980.14
1399	415000.00	16000.00	40313.47
1400	415000.00	16000.00	39646.80
1401	415000.00	16000.00	38980.14
1402	415000.00	16000.00	38313.47
1403	415000.00	16000.00	37646.80
1404	415000.00	16000.00	36980.14
1405	415000.00	16000.00	36313.47
1406	415000.00	16000.00	35646.80
1407	415000.00	16000.00	34980.14
1408	415000.00	16000.00	34313.47
1409	415000.00	16000.00	33646.80
1410	415000.00	16000.00	32980.14
1411	415000.00	16000.00	32313.47
1412	415000.00	16000.00	31646.80
1413	415000.00	16000.00	30980.14
1414	415000.00	16000.00	30313.47
1415	415000.00	16000.00	29646.80
1416	415000.00	16000.00	28980.14
1417	415000.00	16000.00	28313.47
1418	415000.00	16000.00	27646.80
1419	415000.00	16000.00	26980.14
1420	415000.00	16000.00	26313.47
1421	415000.00	16000.00	25646.80
1422	415000.00	16000.00	24980.14
1423	415000.00	16000.00	24313.47
1424	415000.00	16000.00	23646.80
1425	415000.00	16000.00	22980.14
1426	415000.00	16000.00	22313.47
1427	415000.00	16000.00	21646.80
1428	415000.00	16000.00	20980.14
1429	415000.00	16000.00	20313.47
1430	415000.00	16000.00	19646.80
1431	415000.00	16000.00	18980.14
1432	415000.00	16000.00	18313.47
1433	415000.00	16000.00	17646.80
1434	415000.00	16000.00	16980.14
1435	415000.00	16000.00	16313.47
1436	415000.00	16000.00	15646.80
1437	415000.00	16000.00	14980.14
1438	415000.00	16000.00	14313.47
1439	415000.00	16000.00	13646.80
1440	415000.00	16000.00	12980.14
1441	415000.00	16000.00	12313.47
1442	415000.00	16000.00	11646.80
1443	415000.00	16000.00	10980.14
1444	415000.00	16000.00	10313.47
1445	415000.00	16000.00	9646.80
1446	415000.00	16000.00	8980.14
1447	415000.00	16000.00	8313.47
1448	415000.00	16000.00	7646.80
1449	415000.00	16000.00	6980.14
1450	415000.00	16000.00	6313.47
1451	415000.00	16000.00	5646.80
1452	415000.00	16000.00	4980.14
1453	415000.00	16000.00	4313.47
1454	415000.00	16000.00	3646.80
1455	415000.00	16000.00	2980.14
1456	415000.00	16000.00	2313.47
1457	415000.00	16000.00	1646.80
1458	415000.00	16000.00	980.14
1459	415000.00	16000.00	313.47
1460	415000.00	16000.00	0.00
